,id,created_at,text,lang,hashtags,textlist,emoji,clean_text,filter_text,norm_text,lem,excitement,happy,pleasant,surprise,fear,angry,excitement_emoji,happy_emoji,pleasant_emoji,surprise_emoji,fear_emoji,angry_emoji,excitementclass,happyclass,pleasantclass,surpriseclass,fearclass,angryclass,max_value,max_idx
24896,1.2386771401800704e+18,Sat Mar 14 04:03:38 +0000 2020,RT @mktldr: #discrimination is DEFINITELY part of #h1b &amp; #s386 bill.  Giving India all Green cards is wrong (esp. when China produces highe…,en,"[{'text': 'discrimination', 'indices': [12, 27]}, {'text': 'h1b', 'indices': [50, 54]}, {'text': 's386', 'indices': [61, 66]}]","['discrimination', 'h1b', 's386']",,: is DEFINITELY part of &amp; bill. Giving India all Green cards is wrong (esp. when China produces highe…,DEFINITELY part amp bill Giving India Green cards wrong esp China produces highe…,"['definitely', 'part', 'amp', 'bill', 'giving', 'india', 'green', 'cards', 'wrong', 'esp', 'china', 'produces', 'highe']","definitely,part,amp,bill,giving,india,green,card,wrong,esp,china,produce,highe",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
19378,1.2386565598965432e+18,Sat Mar 14 02:41:51 +0000 2020,I think I could go 10 years without the NFL over missing 1 NCAA Tourney #depressed,en,"[{'text': 'depressed', 'indices': [72, 82]}]",['depressed'],,I think I could go years without the NFL over missing NCAA Tourney,I think I could go years without NFL missing NCAA Tourney,"['i', 'think', 'i', 'could', 'go', 'years', 'without', 'nfl', 'missing', 'ncaa', 'tourney']","i,think,i,could,go,year,without,nfl,missing,ncaa,tourney",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
10889,1.238614404632957e+18,Fri Mar 13 23:54:21 +0000 2020,Fuck corona virus onna gang😤,en,[],[],😤,Fuck corona virus onna gang,Fuck corona virus onna gang,"['fuck', 'corona', 'virus', 'onna', 'gang']","fuck,corona,virus,onna,gang",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
8530,1.23861351858645e+18,Fri Mar 13 23:50:49 +0000 2020,Am I the only one not appreciating Corona virus jokes here? It’s getting annoying now! People are dying for goodness sake 😡,en,[],[],😡,Am I the only one not appreciating Corona virus jokes here? It’s getting annoying now! People are dying for goodness sake,Am I one appreciating Corona virus jokes It ’ getting annoying People dying goodness sake,"['am', 'i', 'one', 'appreciating', 'corona', 'virus', 'jokes', 'it', 'getting', 'annoying', 'people', 'dying', 'goodness', 'sake']","am,i,one,appreciating,corona,virus,joke,it,getting,annoying,people,dying,goodness,sake",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
3561,1.2386117947735818e+18,Fri Mar 13 23:43:58 +0000 2020,You heard our president 😤,en,[],[],😤,You heard our president,You heard president,"['you', 'heard', 'president']","you,heard,president",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
15494,1.238616194007122e+18,Sat Mar 14 00:01:27 +0000 2020,If I see one more mf corona virus reference with someone drinking a corona imma 🤬,en,[],[],🤬,If I see one more mf corona virus reference with someone drinking a corona imma 🤬,If I see one mf corona virus reference someone drinking corona imma 🤬,"['if', 'i', 'see', 'one', 'mf', 'corona', 'virus', 'reference', 'someone', 'drinking', 'corona', 'imma']","if,i,see,one,mf,corona,virus,reference,someone,drinking,corona,imma",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
21879,1.2386651570996552e+18,Sat Mar 14 03:16:01 +0000 2020,"@stufflistings Be safe use mask and sanitizer 
Happy journey 🙂🙂🤧🤧🤧",en,[],[],🙂🙂🤧🤧🤧,Be safe use mask and sanitizer Happy journey 🤧🤧🤧,Be safe use mask sanitizer Happy journey 🤧🤧🤧,"['be', 'safe', 'use', 'mask', 'sanitizer', 'happy', 'journey']","be,safe,use,mask,sanitizer,happy,journey",0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,3,3,angryclass
5550,1.2386124456330936e+18,Fri Mar 13 23:46:34 +0000 2020,I rather him fuck that chicken than molest a human being so . go off 🤢,en,[],[],🤢,I rather him fuck that chicken than molest a human being so . go off 🤢,I rather fuck chicken molest human go 🤢,"['i', 'rather', 'fuck', 'chicken', 'molest', 'human', 'go']","i,rather,fuck,chicken,molest,human,go",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
21049,1.2386622382543053e+18,Sat Mar 14 03:04:25 +0000 2020,Feeling excited and grateful...#anxious #goals https://t.co/M7KfS3Yb79,en,"[{'text': 'anxious', 'indices': [31, 39]}, {'text': 'goals', 'indices': [40, 46]}]","['anxious', 'goals']",,Feeling excited and grateful...,Feeling excited grateful ...,"['feeling', 'excited', 'grateful']","feeling,excited,grateful",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
4338,1.238612038508843e+18,Fri Mar 13 23:44:56 +0000 2020,"ima try n post both headers i got in da works in the next 2 weeks, this for the niggas dat got da virus 🤕🤢🤒",en,[],[],🤕🤢🤒,"ima try n post both headers i got in da works in the next weeks, this for the niggas dat got da virus 🤕🤢🤒",ima try n post headers got da works next weeks niggas dat got da virus 🤕🤢🤒,"['i', 'm', 'a', 'try', 'n', 'post', 'headers', 'got', 'da', 'works', 'next', 'weeks', 'niggas', 'dat', 'got', 'da', 'virus']","i,m,a,try,n,post,header,got,da,work,next,week,nigga,dat,got,da,virus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
26505,1.238683742945702e+18,Sat Mar 14 04:29:52 +0000 2020,When one becomes confused about day/ time and rocks up to work 2 hours early! And I finish at midnight! #sillyme #tiredalready #annoyed,en,"[{'text': 'sillyme', 'indices': [104, 112]}, {'text': 'tiredalready', 'indices': [113, 126]}, {'text': 'annoyed', 'indices': [127, 135]}]","['sillyme', 'tiredalready', 'annoyed']",,When one becomes confused about day/ time and rocks up to work hours early! And I finish at midnight!,When one becomes confused day/ time rocks work hours early And I finish midnight,"['when', 'one', 'becomes', 'confused', 'time', 'rocks', 'work', 'hours', 'early', 'and', 'i', 'finish', 'midnight']","when,one,becomes,confused,time,rock,work,hour,early,and,i,finish,midnight",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
23511,1.2386714240863027e+18,Sat Mar 14 03:40:55 +0000 2020,"RT @GETAnalysis: This is the other #reason the #Markets are panicking, #Trump sowing #confusion and #anger among #Countries, rather than le…",en,"[{'text': 'reason', 'indices': [35, 42]}, {'text': 'Markets', 'indices': [47, 55]}, {'text': 'Trump', 'indices': [71, 77]}, {'text': 'confusion', 'indices': [85, 95]}, {'text': 'anger', 'indices': [100, 106]}, {'text': 'Countries', 'indices': [113, 123]}]","['reason', 'markets', 'trump', 'confusion', 'anger', 'countries']",,": This is the other the are panicking, sowing and among , rather than le…",This panicking sowing among rather le…,"['this', 'panicking', 'sowing', 'among', 'rather', 'le']","this,panicking,sowing,among,rather,le",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
11949,1.2386147990067937e+18,Fri Mar 13 23:55:55 +0000 2020,How the fuck is this virus still spreading ffs. 😡,en,[],[],😡,How the fuck is this virus still spreading ffs.,How fuck virus still spreading ffs,"['how', 'fuck', 'virus', 'still', 'spreading', 'ffs']","how,fuck,virus,still,spreading,ffs",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
23518,1.2386714795601756e+18,Sat Mar 14 03:41:08 +0000 2020,The Traitors ski mask stays ON during sex 😤,en,[],[],😤,The Traitors ski mask stays ON during sex,The Traitors ski mask stays ON sex,"['the', 'traitors', 'ski', 'mask', 'stays', 'on', 'sex']","the,traitor,ski,mask,stay,on,sex",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
20322,1.238659736343634e+18,Sat Mar 14 02:54:28 +0000 2020,I just knew to stay longer😠😠😠😠😠,en,[],[],😠😠😠😠😠,I just knew to stay longer,I knew stay longer,"['i', 'knew', 'stay', 'longer']","i,knew,stay,longer",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,angryclass
19197,1.2386559932418376e+18,Sat Mar 14 02:39:36 +0000 2020,IDGAF wats going Around right now... Do not come talking to me with a mask 😷 on &amp; get mad 😡 when I say “HUH Bitch I… https://t.co/qOItkPjmGH,en,[],[],😷😡,IDGAF wats going Around right now... Do not come talking to me with a mask on &amp; get mad when I say “HUH Bitch I…,IDGAF wats going Around right ... Do come talking mask amp get mad I say “ HUH Bitch I…,"['idgaf', 'wats', 'going', 'around', 'right', 'do', 'come', 'talking', 'mask', 'amp', 'get', 'mad', 'i', 'say', 'huh', 'bitch', 'i']","idgaf,wats,going,around,right,do,come,talking,mask,amp,get,mad,i,say,huh,bitch,i",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
24032,1.2386735028293345e+18,Sat Mar 14 03:49:11 +0000 2020,"homaygHaD 
#dEprEsSed 
#mAsKuPmYpAiN
#kIlLmYsElF",en,"[{'text': 'dEprEsSed', 'indices': [11, 21]}, {'text': 'mAsKuPmYpAiN', 'indices': [23, 36]}, {'text': 'kIlLmYsElF', 'indices': [37, 48]}]","['depressed', 'maskupmypain', 'killmyself']",,homaygHaD,homaygHaD,['homayghad'],homayghad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
4471,1.2386120796088238e+18,Fri Mar 13 23:45:06 +0000 2020,@realDonaldTrump If you don’t test for the virus you have NO idea how many deaths there are 🤬,en,[],[],🤬,If you don’t test for the virus you have NO idea how many deaths there are 🤬,If ’ test virus NO idea many deaths 🤬,"['if', 'test', 'virus', 'no', 'idea', 'many', 'deaths']","if,test,virus,no,idea,many,death",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
13599,1.2386154655194604e+18,Fri Mar 13 23:58:33 +0000 2020,If you out here fckin raw you shouldn’t be worried about no virus .. you got bigger and better things to concern yourself about 🤢,en,[],[],🤢,If you out here fckin raw you shouldn’t be worried about no virus .. you got bigger and better things to concern yourself about 🤢,If fckin raw ’ worried virus .. got bigger better things concern 🤢,"['if', 'fckin', 'raw', 'worried', 'virus', 'got', 'bigger', 'better', 'things', 'concern']","if,fckin,raw,worried,virus,got,bigger,better,thing,concern",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
19135,1.2386557997124977e+18,Sat Mar 14 02:38:50 +0000 2020,U ever look at sumbody nd jus wanna beat they ass for no reason.... jus by lookn at them u get irritated 😤 😒 lik br… https://t.co/iBUJrIlDce,en,[],[],😤😒,U ever look at sumbody nd jus wanna beat they ass for no reason.... jus by lookn at them u get irritated lik br…,U ever look sumbody nd jus wan na beat ass reason ... jus lookn u get irritated lik br…,"['u', 'ever', 'look', 'sumbody', 'nd', 'jus', 'wan', 'na', 'beat', 'ass', 'reason', 'jus', 'lookn', 'u', 'get', 'irritated', 'lik', 'br']","u,ever,look,sumbody,nd,jus,wan,na,beat,as,reason,jus,lookn,u,get,irritated,lik,br",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
18244,1.2386324938945085e+18,Sat Mar 14 01:06:13 +0000 2020,Corona Couture. Custom protection masks for men and women....💓💓🖤💗🖤 ☢ #jaesynburke #JB #jaesynburkecouture #mask… https://t.co/eJYNECiwiB,en,"[{'text': 'jaesynburke', 'indices': [69, 81]}, {'text': 'JB', 'indices': [82, 85]}, {'text': 'jaesynburkecouture', 'indices': [86, 105]}, {'text': 'mask', 'indices': [106, 111]}]","['jaesynburke', 'jb', 'jaesynburkecouture', 'mask']",💓💓🖤💗🖤☢,Corona Couture. Custom protection masks for men and women.... …,Corona Couture Custom protection masks men women ... …,"['corona', 'couture', 'custom', 'protection', 'masks', 'men', 'women']","corona,couture,custom,protection,mask,men,woman",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
27082,1.2386863334107996e+18,Sat Mar 14 04:40:10 +0000 2020,If you pull up with a face mask to a place where no one has face masks on. I know you got it 🤧,en,[],[],🤧,If you pull up with a face mask to a place where no one has face masks on. I know you got it 🤧,If pull face mask place one face masks I know got 🤧,"['if', 'pull', 'face', 'mask', 'place', 'one', 'face', 'masks', 'i', 'know', 'got']","if,pull,face,mask,place,one,face,mask,i,know,got",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
3350,1.238611724460155e+18,Fri Mar 13 23:43:42 +0000 2020,"HE GOT WHAT HE DESERVED 😤

https://t.co/dDWUzjx3Pb",en,[],[],😤,HE GOT WHAT HE DESERVED,HE GOT WHAT HE DESERVED,"['he', 'got', 'what', 'he', 'deserved']","he,got,what,he,deserved",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
27533,1.2386882857628344e+18,Sat Mar 14 04:47:55 +0000 2020,"Don't rely on #mask only. But if you wish to use, here are do's and don'ts. https://t.co/b9FCNWzE4p",en,"[{'text': 'mask', 'indices': [14, 19]}]",['mask'],,"Don't rely on only. But if you wish to use, here are do's and don'ts.",Do n't rely But wish use 's don'ts,"['do', 'rely', 'but', 'wish', 'use']","do,rely,but,wish,use",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
4858,1.2386122103073505e+18,Fri Mar 13 23:45:37 +0000 2020,RT @fatherjasss: this virus shit fucking up my money😡,en,[],[],😡,: this virus shit fucking up my money,virus shit fucking money,"['virus', 'shit', 'fucking', 'money']","virus,shit,fucking,money",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
22660,1.2386681628975022e+18,Sat Mar 14 03:27:58 +0000 2020,need a mask over my pfp NOW 😡,en,[],[],😡,need a mask over my pfp NOW,need mask pfp NOW,"['need', 'mask', 'pfp', 'now']","need,mask,pfp,now",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
6582,1.238612805244371e+18,Fri Mar 13 23:47:59 +0000 2020,So they really not letting no one play soccer on this Beautiful Friday! 🖕🏽 this virus🤬,en,[],[],🖕🏽🤬,So they really not letting no one play soccer on this Beautiful Friday! this virus🤬,So really letting one play soccer Beautiful Friday virus🤬,"['so', 'really', 'letting', 'one', 'play', 'soccer', 'beautiful', 'friday', 'virus']","so,really,letting,one,play,soccer,beautiful,friday,virus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
27952,1.238690231454335e+18,Sat Mar 14 04:55:39 +0000 2020,"The struggle is real when you really want to sneeze with your mask on, on a train.🤧",en,[],[],🤧,"The struggle is real when you really want to sneeze with your mask on, on a train.🤧",The struggle real really want sneeze mask train.🤧,"['the', 'struggle', 'real', 'really', 'want', 'sneeze', 'mask', 'train']","the,struggle,real,really,want,sneeze,mask,train",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
14849,1.2386159524402954e+18,Sat Mar 14 00:00:30 +0000 2020,smh this wasn’t on our syllabus 😤,en,[],[],😤,smh this wasn’t on our syllabus,smh ’ syllabus,"['smh', 'syllabus']","smh,syllabus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
26142,1.2386822116600586e+18,Sat Mar 14 04:23:47 +0000 2020,I refuse to get progressive insurance because of their ANNOYING ads on Hulu. 😡 #hulu #annoyed,en,"[{'text': 'hulu', 'indices': [79, 84]}, {'text': 'annoyed', 'indices': [85, 93]}]","['hulu', 'annoyed']",😡,I refuse to get progressive insurance because of their ANNOYING ads on Hulu.,I refuse get progressive insurance ANNOYING ads Hulu,"['i', 'refuse', 'get', 'progressive', 'insurance', 'annoying', 'ads', 'hulu']","i,refuse,get,progressive,insurance,annoying,ad,hulu",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,angryclass
22752,1.238668545808044e+18,Sat Mar 14 03:29:29 +0000 2020,Thank you 🙏 China 🇨🇳 and #JackMa #CoronavirusPandemic #coronavirus #NationalEmergency #mask #coronatest… https://t.co/qCUCi8UFNI,en,"[{'text': 'JackMa', 'indices': [25, 32]}, {'text': 'CoronavirusPandemic', 'indices': [33, 53]}, {'text': 'coronavirus', 'indices': [54, 66]}, {'text': 'NationalEmergency', 'indices': [67, 85]}, {'text': 'mask', 'indices': [86, 91]}, {'text': 'coronatest', 'indices': [92, 103]}]","['jackma', 'coronaviruspandemic', 'coronavirus', 'nationalemergency', 'mask', 'coronatest']",🙏🇨🇳,Thank you China 🇨🇳 and …,Thank China 🇨🇳 …,"['thank', 'china']","thank,china",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
9351,1.2386138241203446e+18,Fri Mar 13 23:52:02 +0000 2020,Demonrats are a shameful bunch of nincompoops!!!!😡😡😡😡,en,[],[],😡😡😡😡,Demonrats are a shameful bunch of nincompoops!!!!,Demonrats shameful bunch nincompoops,"['demonrats', 'shameful', 'bunch', 'nincompoops']","demonrats,shameful,bunch,nincompoop",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,angryclass
9800,1.2386139969677885e+18,Fri Mar 13 23:52:43 +0000 2020,y'all i have virus😖 in my house there's a deadass STRAIGHT couple🤮🤮🤮 in my living room like is this allowed😤😤??? 💀💀… https://t.co/JnTNImIVD3,en,[],[],😖🤮🤮🤮😤😤💀💀,y'all i have virus in my house there's a deadass STRAIGHT couple🤮🤮🤮 in my living room like is this allowed??? …,y'all virus house 's deadass STRAIGHT couple🤮🤮🤮 living room like allowed …,"['all', 'virus', 'house', 'deadass', 'straight', 'couple', 'living', 'room', 'like', 'allowed']","all,virus,house,deadass,straight,couple,living,room,like,allowed",0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,5,5,angryclass
8220,1.2386133976729969e+18,Fri Mar 13 23:50:20 +0000 2020,New @LILUZIVERT tested positive for COVID-19. This shit is sick 🤢🤢🤮🤮,en,[],[],🤢🤢🤮🤮,New tested positive for COVID-19. This shit is sick 🤢🤢🤮🤮,New tested positive COVID-19 This shit sick 🤢🤢🤮🤮,"['new', 'tested', 'positive', 'this', 'shit', 'sick']","new,tested,positive,this,shit,sick",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,angryclass
5412,1.2386123986651546e+18,Fri Mar 13 23:46:22 +0000 2020,RT @PhobiaPeople: @itsclrkhns the corona virus might be the immune system produced by the earth against human 😤,en,[],[],😤,: the corona virus might be the immune system produced by the earth against human,corona virus might immune system produced earth human,"['corona', 'virus', 'might', 'immune', 'system', 'produced', 'earth', 'human']","corona,virus,might,immune,system,produced,earth,human",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
4187,1.2386119845197783e+18,Fri Mar 13 23:44:44 +0000 2020,Y’all was really putting y’all bare ass on public toilet seats 🤢,en,[],[],🤢,Y’all was really putting y’all bare ass on public toilet seats 🤢,Y ’ really putting ’ bare ass public toilet seats 🤢,"['y', 'really', 'putting', 'bare', 'ass', 'public', 'toilet', 'seats']","y,really,putting,bare,as,public,toilet,seat",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
11907,1.2386147853457818e+18,Fri Mar 13 23:55:51 +0000 2020,This virus fuckin wit my money now we got beef 😤,en,[],[],😤,This virus fuckin wit my money now we got beef,This virus fuckin wit money got beef,"['this', 'virus', 'fuckin', 'wit', 'money', 'got', 'beef']","this,virus,fuckin,wit,money,got,beef",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
9748,1.238613971520938e+18,Fri Mar 13 23:52:37 +0000 2020,RT @AmanMaan_: This virus deadass ruined everything 😡 🤦‍♂️,en,[],[],😡🤦♂,: This virus deadass ruined everything 🤦‍️,This virus deadass ruined everything 🤦‍️,"['this', 'virus', 'deadass', 'ruined', 'everything']","this,virus,deadass,ruined,everything",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
4973,1.2386122517933302e+18,Fri Mar 13 23:45:47 +0000 2020,Uno shisha is there a new tube for everyone or is it the same tube 🤮🤮🤮,en,[],[],🤮🤮🤮,Uno shisha is there a new tube for everyone or is it the same tube 🤮🤮🤮,Uno shisha new tube everyone tube 🤮🤮🤮,"['uno', 'shisha', 'new', 'tube', 'everyone', 'tube']","uno,shisha,new,tube,everyone,tube",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,angryclass
18266,1.2386325718958367e+18,Sat Mar 14 01:06:32 +0000 2020,Genuine Original Venetian Mask - Made in Italy. #poshmark #LosAngeles #Beverlyhills #NewYork #London #Paris #Mask… https://t.co/vauQ4zMYJJ,en,"[{'text': 'poshmark', 'indices': [48, 57]}, {'text': 'LosAngeles', 'indices': [58, 69]}, {'text': 'Beverlyhills', 'indices': [70, 83]}, {'text': 'NewYork', 'indices': [84, 92]}, {'text': 'London', 'indices': [93, 100]}, {'text': 'Paris', 'indices': [101, 107]}, {'text': 'Mask', 'indices': [108, 113]}]","['poshmark', 'losangeles', 'beverlyhills', 'newyork', 'london', 'paris', 'mask']",,Genuine Original Venetian Mask - Made in Italy. …,Genuine Original Venetian Mask Made Italy …,"['genuine', 'original', 'venetian', 'mask', 'made', 'italy']","genuine,original,venetian,mask,made,italy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
19705,1.238657667914027e+18,Sat Mar 14 02:46:15 +0000 2020,"RT @BollywudPrabhas: And here comes our #mask couple from #Prabhas20 . 

Darling #prabhas  &amp; @hegdepooja 
Love  you darlings. ♥️♥️♥️♥️
Take…",en,"[{'text': 'mask', 'indices': [40, 45]}, {'text': 'Prabhas20', 'indices': [58, 68]}, {'text': 'prabhas', 'indices': [81, 89]}]","['mask', 'prabhas20', 'prabhas']",♥♥♥♥,: And here comes our couple from . Darling &amp; Love you darlings. ️️️️ Take…,And comes couple Darling amp Love darlings ️️️️ Take…,"['and', 'comes', 'couple', 'darling', 'amp', 'love', 'darlings', 'take']","and,come,couple,darling,amp,love,darling,take",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
5382,1.2386123906793923e+18,Fri Mar 13 23:46:20 +0000 2020,This virus and I are going to fight of one more thing has to change. 😡,en,[],[],😡,This virus and I are going to fight of one more thing has to change.,This virus I going fight one thing change,"['this', 'virus', 'i', 'going', 'fight', 'one', 'thing', 'change']","this,virus,i,going,fight,one,thing,change",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
12277,1.23861493996476e+18,Fri Mar 13 23:56:28 +0000 2020,RT @jasongonzalez98: Just tested positive for loyal ass nigga😤,en,[],[],😤,: Just tested positive for loyal ass nigga,Just tested positive loyal ass nigga,"['just', 'tested', 'positive', 'loyal', 'ass', 'nigga']","just,tested,positive,loyal,as,nigga",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
22336,1.2386669410084577e+18,Sat Mar 14 03:23:06 +0000 2020,"@imhelendt @4mmjf I am so so sorry. 
I just can't even with this Administration 🤬

Email your Congressperson local… https://t.co/jiqH16z4Cg",en,[],[],🤬,I am so so sorry. I just can't even with this Administration 🤬 Email your Congressperson local…,I sorry I ca n't even Administration 🤬 Email Congressperson local…,"['i', 'sorry', 'i', 'ca', 'even', 'administration', 'email', 'congressperson', 'local']","i,sorry,i,ca,even,administration,email,congressperson,local",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
24623,1.2386760923045028e+18,Sat Mar 14 03:59:28 +0000 2020,"RT @AJWasahi: ‘Japanese-only’ floor stirs anger at Osaka hotel during outbreak  : The Asahi Shimbun 
#Japaneseonly #discrimination
https://…",en,"[{'text': 'Japaneseonly', 'indices': [101, 114]}, {'text': 'discrimination', 'indices': [115, 130]}]","['japaneseonly', 'discrimination']",,: ‘Japanese-only’ floor stirs anger at Osaka hotel during outbreak : The Asahi Shimbun https://…,‘ Japanese-only ’ floor stirs anger Osaka hotel outbreak The Asahi Shimbun https //…,"['japanese', 'only', 'floor', 'stirs', 'anger', 'osaka', 'hotel', 'outbreak', 'the', 'asahi', 'shimbun', 'https']","japanese,only,floor,stir,anger,osaka,hotel,outbreak,the,asahi,shimbun,http",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
27419,1.2386877791789916e+18,Sat Mar 14 04:45:54 +0000 2020,don’t even tweet if your icon doesn’t have a mask on 😡 get out of here spreading all your germs 🦠 😷,en,[],[],😡🦠😷,don’t even tweet if your icon doesn’t have a mask on get out of here spreading all your germs 🦠,’ even tweet icon ’ mask get spreading germs 🦠,"['even', 'tweet', 'icon', 'mask', 'get', 'spreading', 'germs']","even,tweet,icon,mask,get,spreading,germ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
13986,1.2386156126388756e+18,Fri Mar 13 23:59:09 +0000 2020,corona virus really had to come in to remind y’all to clean and wash your hands 🤢,en,[],[],🤢,corona virus really had to come in to remind y’all to clean and wash your hands 🤢,corona virus really come remind ’ clean wash hands 🤢,"['corona', 'virus', 'really', 'come', 'remind', 'clean', 'wash', 'hands']","corona,virus,really,come,remind,clean,wash,hand",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
12258,1.2386149324273787e+18,Fri Mar 13 23:56:26 +0000 2020,Corona Virus canceling everything....like now I can't walk in a fashion show bitch you got me fucked up! 🙄😤,en,[],[],🙄😤,Corona Virus canceling everything....like now I can't walk in a fashion show bitch you got me fucked up!,Corona Virus canceling everything ... .like I ca n't walk fashion show bitch got fucked,"['corona', 'virus', 'canceling', 'everything', 'i', 'ca', 'walk', 'fashion', 'show', 'bitch', 'got', 'fucked']","corona,virus,canceling,everything,i,ca,walk,fashion,show,bitch,got,fucked",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
8953,1.2386136737169572e+18,Fri Mar 13 23:51:26 +0000 2020,I can’t complain I love my job but this week with this damn virus shit have took my damn blood pressure through the roof 😡😡😡😡,en,[],[],😡😡😡😡,I can’t complain I love my job but this week with this damn virus shit have took my damn blood pressure through the roof,I ’ complain I love job week damn virus shit took damn blood pressure roof,"['i', 'complain', 'i', 'love', 'job', 'week', 'damn', 'virus', 'shit', 'took', 'damn', 'blood', 'pressure', 'roof']","i,complain,i,love,job,week,damn,virus,shit,took,damn,blood,pressure,roof",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,angryclass
25179,1.2386784309016494e+18,Sat Mar 14 04:08:46 +0000 2020,@Dev_Fadnavis @AUThackeray @narendramodi @PMOIndia 699 for #mask #coronavirusinindia .#business at it best https://t.co/7DtAMZbHGg,en,"[{'text': 'mask', 'indices': [59, 64]}, {'text': 'coronavirusinindia', 'indices': [65, 84]}, {'text': 'business', 'indices': [86, 95]}]","['mask', 'coronavirusinindia', 'business']",,for . at it best,best,['best'],best,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
26099,1.2386820702112317e+18,Sat Mar 14 04:23:13 +0000 2020,"RT @sharonePack: 📌
Phil 4:6

Do not be #anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present…",en,"[{'text': 'anxious', 'indices': [39, 47]}]",['anxious'],📌,": Phil :6 Do not be about anything, but in every situation, by prayer and petition, with thanksgiving, present…",Phil :6 Do anything every situation prayer petition thanksgiving present…,"['phil', '6', 'do', 'anything', 'every', 'situation', 'prayer', 'petition', 'thanksgiving', 'present']","phil,6,do,anything,every,situation,prayer,petition,thanksgiving,present",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
